GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Average,1 Room (Households),2 Rooms (Households),3 Rooms (Households),4 Rooms (Households),5 Rooms (Households),6 Rooms (Households),7 Rooms (Households),8 or more Rooms (Households),Total (Households),% 1 Room (Households),% 2 Rooms (Households),% 3 Rooms (Households),% 4 Rooms (Households),% 5 Rooms (Households),% 6 Rooms (Households),% 7 Rooms (Households),% 8 or more Rooms (Households),% Total (Households)
127088001,13532,120 Kildimo,120 Kildimo,Limerick County,RoI,6.1,0,0,4,8,14,26,22,38,119,0,0,3.4,6.7,11.8,21.8,18.5,31.9,100
127088002,13533,120 Kildimo,120 Kildimo,Limerick County,RoI,6,1,2,3,5,16,20,32,19,102,1,2,2.9,4.9,15.7,19.6,31.4,18.6,100
127089001,13121,023 Kilfergus,023 Kilfergus,Limerick County,RoI,5.1,0,0,8,11,23,22,10,5,83,0,0,9.6,13.3,27.7,26.5,12,6,100
127089002,13122,023 Kilfergus,023 Kilfergus,Limerick County,RoI,5,0,2,6,13,18,16,12,9,83,0,2.4,7.2,15.7,21.7,19.3,14.5,10.8,100
127090001,13160,039 Kilfinnane,039 Kilfinnane,Limerick County,RoI,5.7,0,1,3,7,21,25,21,13,95,0,1.1,3.2,7.4,22.1,26.3,22.1,13.7,100
127090002,13161,039 Kilfinnane,039 Kilfinnane,Limerick County,RoI,6,0,2,1,6,16,15,16,17,75,0,2.7,1.3,8,21.3,20,21.3,22.7,100
127090003,13162,039 Kilfinnane,039 Kilfinnane,Limerick County,RoI,4.7,0,5,13,14,24,20,9,8,100,0,5,13,14,24,20,9,8,100
127090004,13163,039 Kilfinnane,039 Kilfinnane,Limerick County,RoI,5.2,0,4,7,13,23,6,7,12,73,0,5.5,9.6,17.8,31.5,8.2,9.6,16.4,100
127090005,13164,039 Kilfinnane,039 Kilfinnane,Limerick County,RoI,4.9,0,1,1,20,8,22,2,1,57,0,1.8,1.8,35.1,14,38.6,3.5,1.8,100
127090006,13165,039 Kilfinnane,039 Kilfinnane,Limerick County,RoI,4.6,1,1,4,10,14,9,5,3,52,1.9,1.9,7.7,19.2,26.9,17.3,9.6,5.8,100
127091001,13111,018 Kilfinny,018 Kilfinny,Limerick County,RoI,5.6,2,2,7,4,11,19,14,26,92,2.2,2.2,7.6,4.3,12,20.7,15.2,28.3,100
127092001,13166,040 Kilflyn,040 Kilflyn,Limerick County,RoI,5.8,2,1,3,7,14,14,18,16,77,2.6,1.3,3.9,9.1,18.2,18.2,23.4,20.8,100
127093001,13404,075 Kilglass,075 Kilglass,Limerick County,RoI,5.8,0,2,2,9,22,26,23,21,110,0,1.8,1.8,8.2,20,23.6,20.9,19.1,100
127094001,13167,041 Kilmallock,041 Kilmallock,Limerick County,RoI,4.6,0,6,9,10,36,14,4,1,82,0,7.3,11,12.2,43.9,17.1,4.9,1.2,100
127094002,13168,041 Kilmallock,041 Kilmallock,Limerick County,RoI,4.1,1,6,8,10,14,5,4,1,52,1.9,11.5,15.4,19.2,26.9,9.6,7.7,1.9,100
127094003,13169,041 Kilmallock,041 Kilmallock,Limerick County,RoI,6.2,0,1,5,6,16,13,24,29,97,0,1,5.2,6.2,16.5,13.4,24.7,29.9,100
127094004,13170,041 Kilmallock,041 Kilmallock,Limerick County,RoI,4.8,3,4,9,10,25,13,10,6,83,3.6,4.8,10.8,12,30.1,15.7,12,7.2,100
127094005,13171,041 Kilmallock,041 Kilmallock,Limerick County,RoI,4.9,0,5,8,13,46,15,14,4,110,0,4.5,7.3,11.8,41.8,13.6,12.7,3.6,100
127094006,13172,041 Kilmallock,041 Kilmallock,Limerick County,RoI,5.1,0,1,10,11,19,11,7,14,78,0,1.3,12.8,14.1,24.4,14.1,9,17.9,100
127094007,13173,041 Kilmallock,041 Kilmallock,Limerick County,RoI,4.9,0,3,8,11,35,3,4,6,70,0,4.3,11.4,15.7,50,4.3,5.7,8.6,100
127094008,13174,041 Kilmallock,041 Kilmallock,Limerick County,RoI,5.4,1,0,4,8,40,24,13,15,111,0.9,0,3.6,7.2,36,21.6,11.7,13.5,100
127094009,13175,041 Kilmallock,041 Kilmallock,Limerick County,RoI,6,0,1,5,11,20,32,29,22,123,0,0.8,4.1,8.9,16.3,26,23.6,17.9,100
127094010,13176,041 Kilmallock,041 Kilmallock,Limerick County,RoI,4.9,0,1,13,18,22,15,5,8,84,0,1.2,15.5,21.4,26.2,17.9,6,9.5,100
127095001,13453,095 Kilmeedy,095 Kilmeedy,Limerick County,RoI,6,0,2,3,3,15,15,13,14,66,0,3,4.5,4.5,22.7,22.7,19.7,21.2,100
127095002,13454,095 Kilmeedy,095 Kilmeedy,Limerick County,RoI,5.1,2,1,3,12,20,16,7,6,69,2.9,1.4,4.3,17.4,29,23.2,10.1,8.7,100
127096001,13123,024 Kilmoylan,024 Kilmoylan,Limerick County,RoI,5.3,0,2,6,14,17,17,10,8,76,0,2.6,7.9,18.4,22.4,22.4,13.2,10.5,100
127096002,13124,024 Kilmoylan,024 Kilmoylan,Limerick County,RoI,5,0,5,7,13,21,16,6,9,80,0,6.3,8.8,16.3,26.3,20,7.5,11.3,100
127097001,13372,064 Kilmurry,064 Kilmurry,Limerick County,RoI,6.2,0,2,1,10,20,22,24,25,105,0,1.9,1,9.5,19,21,22.9,23.8,100
127097002,13373,064 Kilmurry,064 Kilmurry,Limerick County,RoI,5.7,0,1,1,9,16,13,13,16,73,0,1.4,1.4,12.3,21.9,17.8,17.8,21.9,100
127097003,13374,064 Kilmurry,064 Kilmurry,Limerick County,RoI,6.1,0,0,7,9,20,25,29,36,130,0,0,5.4,6.9,15.4,19.2,22.3,27.7,100
127098001,13112,019 Kilpeacon,019 Kilpeacon,Limerick County,RoI,6.5,0,0,4,5,7,12,12,39,82,0,0,4.9,6.1,8.5,14.6,14.6,47.6,100
127098002,13113,019 Kilpeacon,019 Kilpeacon,Limerick County,RoI,6.3,0,2,4,3,12,14,21,32,91,0,2.2,4.4,3.3,13.2,15.4,23.1,35.2,100
127099001,13534,121 Kilscannell,121 Kilscannell,Limerick County,RoI,5.8,0,1,4,9,14,11,15,16,72,0,1.4,5.6,12.5,19.4,15.3,20.8,22.2,100
127099002,13535,121 Kilscannell,121 Kilscannell,Limerick County,RoI,6.3,1,0,5,4,14,27,16,30,98,1,0,5.1,4.1,14.3,27.6,16.3,30.6,100
127100001,13177,042 Kilteely,042 Kilteely,Limerick County,RoI,5.6,0,0,4,11,22,31,16,15,104,0,0,3.8,10.6,21.2,29.8,15.4,14.4,100
127100002,13178,042 Kilteely,042 Kilteely,Limerick County,RoI,5,0,3,18,16,32,13,15,10,109,0,2.8,16.5,14.7,29.4,11.9,13.8,9.2,100
127101001,13455,096 Knockaderry,096 Knockaderry,Limerick County,RoI,5.7,0,1,6,6,19,15,12,13,73,0,1.4,8.2,8.2,26,20.5,16.4,17.8,100
127101002,13456,096 Knockaderry,096 Knockaderry,Limerick County,RoI,5.9,0,1,9,6,14,22,17,23,94,0,1.1,9.6,6.4,14.9,23.4,18.1,24.5,100
127102001,13179,043 Knockainy,043 Knockainy,Limerick County,RoI,5.6,1,3,4,7,13,22,15,14,82,1.2,3.7,4.9,8.5,15.9,26.8,18.3,17.1,100
127102002,13180,043 Knockainy,043 Knockainy,Limerick County,RoI,5.7,0,2,6,7,21,22,19,20,101,0,2,5.9,6.9,20.8,21.8,18.8,19.8,100
127102003,13181,043 Knockainy,043 Knockainy,Limerick County,RoI,6.2,0,0,2,4,17,15,18,13,69,0,0,2.9,5.8,24.6,21.7,26.1,18.8,100
127103001,13182,044 Knocklong,044 Knocklong,Limerick County,RoI,5.8,0,0,7,4,11,16,12,20,74,0,0,9.5,5.4,14.9,21.6,16.2,27,100
127103002,13183,044 Knocklong,044 Knocklong,Limerick County,RoI,5.6,1,1,5,6,10,13,11,12,61,1.6,1.6,8.2,9.8,16.4,21.3,18,19.7,100
127103003,13184,044 Knocklong,044 Knocklong,Limerick County,RoI,4.9,0,5,9,12,33,23,6,7,99,0,5.1,9.1,12.1,33.3,23.2,6.1,7.1,100
127103004,13185,044 Knocklong,044 Knocklong,Limerick County,RoI,5.6,0,2,3,12,15,25,20,11,91,0,2.2,3.3,13.2,16.5,27.5,22,12.1,100
127104001,13405,076 Knocknascrow,076 Knocknascrow,Limerick County,RoI,5.6,0,1,7,6,13,15,7,14,65,0,1.5,10.8,9.2,20,23.1,10.8,21.5,100
127105001,13037,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.8,1,1,5,15,15,12,20,26,98,1,1,5.1,15.3,15.3,12.2,20.4,26.5,100
127105002,13038,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6.2,0,0,1,0,8,38,31,11,93,0,0,1.1,0,8.6,40.9,33.3,11.8,100
127105003,13039,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6.2,0,0,1,2,4,36,20,13,79,0,0,1.3,2.5,5.1,45.6,25.3,16.5,100
127105004,13040,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.8,1,0,9,4,21,21,20,21,101,1,0,8.9,4,20.8,20.8,19.8,20.8,100
127105005,13041,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6,0,0,3,3,10,48,26,19,116,0,0,2.6,2.6,8.6,41.4,22.4,16.4,100
127105006,13042,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5,0,4,28,9,18,13,17,11,101,0,4,27.7,8.9,17.8,12.9,16.8,10.9,100
127105007,13043,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6.1,0,0,0,1,9,37,22,16,90,0,0,0,1.1,10,41.1,24.4,17.8,100
127105008,13044,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.5,1,1,11,8,26,12,5,5,76,1.3,1.3,14.5,10.5,34.2,15.8,6.6,6.6,100
127105009,13045,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5,0,3,31,2,24,2,2,21,85,0,3.5,36.5,2.4,28.2,2.4,2.4,24.7,100
127105010,13046,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6.4,0,0,0,2,14,32,30,17,96,0,0,0,2.1,14.6,33.3,31.3,17.7,100
127105011,13047,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.7,1,1,5,2,18,31,18,3,80,1.3,1.3,6.3,2.5,22.5,38.8,22.5,3.8,100
127105012,13048,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6,0,0,2,1,12,50,36,11,118,0,0,1.7,0.8,10.2,42.4,30.5,9.3,100
127105013,13049,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,7,0,0,0,3,3,8,24,35,75,0,0,0,4,4,10.7,32,46.7,100
127105014,13050,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6.2,0,0,2,1,7,39,17,12,80,0,0,2.5,1.3,8.8,48.8,21.3,15,100
127105015,13051,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.6,0,1,0,3,27,25,8,6,72,0,1.4,0,4.2,37.5,34.7,11.1,8.3,100
127105016,13052,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.8,0,0,3,3,10,32,16,5,72,0,0,4.2,4.2,13.9,44.4,22.2,6.9,100
127105017,13053,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,6.5,0,0,8,9,5,18,16,45,103,0,0,7.8,8.7,4.9,17.5,15.5,43.7,100
127105018,13054,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.9,0,4,23,10,22,11,9,14,95,0,4.2,24.2,10.5,23.2,11.6,9.5,14.7,100
127105019,13055,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.2,0,0,1,3,46,22,3,0,76,0,0,1.3,3.9,60.5,28.9,3.9,0,100
127105020,13056,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.9,0,0,4,6,30,36,19,22,120,0,0,3.3,5,25,30,15.8,18.3,100
127105021,13057,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,3.1,1,0,9,8,0,1,0,0,21,4.8,0,42.9,38.1,0,4.8,0,0,100
127105022,13058,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,5.4,1,3,9,4,19,10,24,7,80,1.3,3.8,11.3,5,23.8,12.5,30,8.8,100
127105025,13060,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.6,0,7,18,5,49,15,4,2,102,0,6.9,17.6,4.9,48,14.7,3.9,2,100
127105026,13061,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.3,1,2,1,5,26,3,0,0,41,2.4,4.9,2.4,12.2,63.4,7.3,0,0,100
127105027,13062,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.3,2,1,15,3,32,10,0,1,68,2.9,1.5,22.1,4.4,47.1,14.7,0,1.5,100
127105028,13063,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.3,0,4,6,6,29,10,0,0,59,0,6.8,10.2,10.2,49.2,16.9,0,0,100
127105029,13064,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.8,0,0,9,3,36,16,3,1,72,0,0,12.5,4.2,50,22.2,4.2,1.4,100
127105030,13065,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.4,0,0,8,1,27,4,0,1,44,0,0,18.2,2.3,61.4,9.1,0,2.3,100
127105031,13066,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,4.3,0,3,6,5,24,7,1,0,49,0,6.1,12.2,10.2,49,14.3,2,0,100
127105032,13067,065 Limerick North Rural,065 Limerick North Rural,Limerick City,RoI,3.2,1,3,13,16,4,0,0,0,41,2.4,7.3,31.7,39,9.8,0,0,0,100
127106001,13375,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,5.8,1,0,4,1,11,26,11,11,68,1.5,0,5.9,1.5,16.2,38.2,16.2,16.2,100
127106002,13376,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,5.4,0,1,7,3,35,20,14,3,84,0,1.2,8.3,3.6,41.7,23.8,16.7,3.6,100
127106003,13377,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,5.9,0,1,5,4,9,12,11,25,72,0,1.4,6.9,5.6,12.5,16.7,15.3,34.7,100
127106004,13378,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,4.7,1,1,6,14,27,6,7,2,66,1.5,1.5,9.1,21.2,40.9,9.1,10.6,3,100
127106005,13379,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,4.9,0,0,6,2,57,5,6,3,83,0,0,7.2,2.4,68.7,6,7.2,3.6,100
127106006,13380,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,4.9,0,0,8,4,43,18,1,0,76,0,0,10.5,5.3,56.6,23.7,1.3,0,100
127106007,13381,066 Limerick South Rural,066 Limerick South Rural,Limerick County,RoI,4.8,1,1,10,1,33,13,6,2,70,1.4,1.4,14.3,1.4,47.1,18.6,8.6,2.9,100
127107001,13536,122 Lismakeery,122 Lismakeery,Limerick County,RoI,5.4,0,2,3,10,17,17,18,12,85,0,2.4,3.5,11.8,20,20,21.2,14.1,100
127107002,13537,122 Lismakeery,122 Lismakeery,Limerick County,RoI,6,0,3,1,3,16,14,9,16,63,0,4.8,1.6,4.8,25.4,22.2,14.3,25.4,100
127108001,13538,123 Loghill,123 Loghill,Limerick County,RoI,5,0,3,12,9,18,19,10,7,82,0,3.7,14.6,11,22,23.2,12.2,8.5,100
127108002,13539,123 Loghill,123 Loghill,Limerick County,RoI,5.5,1,0,7,3,25,10,11,10,68,1.5,0,10.3,4.4,36.8,14.7,16.2,14.7,100
127108003,13540,123 Loghill,123 Loghill,Limerick County,RoI,5.8,0,1,4,8,19,20,22,16,94,0,1.1,4.3,8.5,20.2,21.3,23.4,17,100
127109001,13457,097 Mahoonagh,097 Mahoonagh,Limerick County,RoI,5.7,0,1,7,8,13,21,16,9,75,0,1.3,9.3,10.7,17.3,28,21.3,12,100
127109002,13458,097 Mahoonagh,097 Mahoonagh,Limerick County,RoI,5.5,0,0,6,5,36,26,12,11,100,0,0,6,5,36,26,12,11,100
127110001,13541,124 Mohernagh,124 Mohernagh,Limerick County,RoI,5.6,0,0,4,6,8,9,6,12,48,0,0,8.3,12.5,16.7,18.8,12.5,25,100
127111001,13459,098 Monagay,098 Monagay,Limerick County,RoI,6,0,0,4,6,20,21,39,20,116,0,0,3.4,5.2,17.2,18.1,33.6,17.2,100
127111002,13460,098 Monagay,098 Monagay,Limerick County,RoI,5.8,1,1,3,5,19,23,20,13,88,1.1,1.1,3.4,5.7,21.6,26.1,22.7,14.8,100
127111003,13461,098 Monagay,098 Monagay,Limerick County,RoI,5.1,0,5,13,19,21,35,13,13,125,0,4,10.4,15.2,16.8,28,10.4,10.4,100
127111004,13462,098 Monagay,098 Monagay,Limerick County,RoI,5.3,0,6,5,14,17,18,17,10,90,0,6.7,5.6,15.6,18.9,20,18.9,11.1,100
127112001,13463,099 Mountcollins,099 Mountcollins,Limerick County,RoI,4.9,3,4,12,11,37,24,8,8,110,2.7,3.6,10.9,10,33.6,21.8,7.3,7.3,100
127112002,13464,099 Mountcollins,099 Mountcollins,Limerick County,RoI,5,0,3,5,9,33,21,9,5,91,0,3.3,5.5,9.9,36.3,23.1,9.9,5.5,100
127113001,13465,100 Mountplummer,100 Mountplummer,Limerick County,RoI,5,3,3,10,16,24,21,14,16,114,2.6,2.6,8.8,14,21.1,18.4,12.3,14,100
127114001,13542,125 Nantinan,125 Nantinan,Limerick County,RoI,6.1,1,1,2,1,9,29,21,17,84,1.2,1.2,2.4,1.2,10.7,34.5,25,20.2,100
127114002,13543,125 Nantinan,125 Nantinan,Limerick County,RoI,5.7,0,1,6,9,18,25,13,14,87,0,1.1,6.9,10.3,20.7,28.7,14.9,16.1,100
127114003,13544,125 Nantinan,125 Nantinan,Limerick County,RoI,5.9,0,1,2,7,19,17,8,18,74,0,1.4,2.7,9.5,25.7,23,10.8,24.3,100
127115001,13466,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,6.3,0,0,0,10,13,21,23,23,92,0,0,0,10.9,14.1,22.8,25,25,100
127115002,13467,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,6,0,1,7,7,19,24,17,27,105,0,1,6.7,6.7,18.1,22.9,16.2,25.7,100
127115003,13468,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,4.9,0,1,10,6,38,12,5,6,82,0,1.2,12.2,7.3,46.3,14.6,6.1,7.3,100
127115004,13469,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,5.2,1,2,13,10,28,12,13,18,102,1,2,12.7,9.8,27.5,11.8,12.7,17.6,100
127115005,13470,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,5.8,1,1,5,9,15,19,19,32,109,0.9,0.9,4.6,8.3,13.8,17.4,17.4,29.4,100
127115006,13471,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,4.8,0,2,11,2,37,15,2,2,73,0,2.7,15.1,2.7,50.7,20.5,2.7,2.7,100
127115007,13472,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,3.6,1,20,25,20,18,8,2,0,98,1,20.4,25.5,20.4,18.4,8.2,2,0,100
127115008,13473,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,5,0,4,11,5,14,8,17,11,77,0,5.2,14.3,6.5,18.2,10.4,22.1,14.3,100
127115009,13474,101 Newcastle Rural,101 Newcastle Rural,Limerick County,RoI,5.1,0,2,12,5,34,19,9,6,90,0,2.2,13.3,5.6,37.8,21.1,10,6.7,100
127116001,13475,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.7,1,2,15,7,66,5,2,8,109,0.9,1.8,13.8,6.4,60.6,4.6,1.8,7.3,100
127116002,13476,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.3,0,2,5,5,39,36,18,3,113,0,1.8,4.4,4.4,34.5,31.9,15.9,2.7,100
127116003,13477,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.9,0,1,10,6,48,16,4,4,93,0,1.1,10.8,6.5,51.6,17.2,4.3,4.3,100
127116004,13478,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.2,2,2,6,8,23,26,10,2,80,2.5,2.5,7.5,10,28.8,32.5,12.5,2.5,100
127116005,13479,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.6,0,0,1,4,16,22,14,5,66,0,0,1.5,6.1,24.2,33.3,21.2,7.6,100
127116006,13480,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,3.9,5,10,27,11,18,11,1,6,92,5.4,10.9,29.3,12,19.6,12,1.1,6.5,100
127116007,13481,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.2,0,0,9,7,24,21,13,6,84,0,0,10.7,8.3,28.6,25,15.5,7.1,100
127116008,13482,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,3.8,0,16,27,11,38,10,1,1,112,0,14.3,24.1,9.8,33.9,8.9,0.9,0.9,100
127116009,13483,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.7,0,1,1,9,10,32,10,9,75,0,1.3,1.3,12,13.3,42.7,13.3,12,100
127116010,13484,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.5,0,3,7,12,28,11,6,5,81,0,3.7,8.6,14.8,34.6,13.6,7.4,6.2,100
127116011,13485,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.5,0,4,4,5,22,20,15,12,86,0,4.7,4.7,5.8,25.6,23.3,17.4,14,100
127116012,13486,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.9,0,3,0,6,7,8,11,10,46,0,6.5,0,13,15.2,17.4,23.9,21.7,100
127116013,13487,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.5,0,12,11,10,13,15,6,5,74,0,16.2,14.9,13.5,17.6,20.3,8.1,6.8,100
127116014,13488,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.5,0,1,5,10,12,10,1,0,41,0,2.4,12.2,24.4,29.3,24.4,2.4,0,100
127116015,13489,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.8,1,8,8,5,24,12,10,5,75,1.3,10.7,10.7,6.7,32,16,13.3,6.7,100
127116016,13490,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,3.1,5,20,11,2,5,5,4,3,62,8.1,32.3,17.7,3.2,8.1,8.1,6.5,4.8,100
127116017,13491,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4,1,9,28,9,55,10,0,2,121,0.8,7.4,23.1,7.4,45.5,8.3,0,1.7,100
127116018,13492,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.6,0,5,16,20,24,37,6,2,118,0,4.2,13.6,16.9,20.3,31.4,5.1,1.7,100
127116019,13493,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.5,0,5,5,9,18,23,15,12,89,0,5.6,5.6,10.1,20.2,25.8,16.9,13.5,100
127116020,13494,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4.8,0,1,11,10,55,3,4,1,85,0,1.2,12.9,11.8,64.7,3.5,4.7,1.2,100
127116021,13495,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,5.2,0,0,8,12,31,17,10,11,94,0,0,8.5,12.8,33,18.1,10.6,11.7,100
127116022,13496,102 Newcastle Urban,102 Newcastle Urban,Limerick County,RoI,4,1,5,16,16,26,1,0,1,66,1.5,7.6,24.2,24.2,39.4,1.5,0,1.5,100
127117001,13576,135 Oola,135 Oola,Limerick County,RoI,5.5,1,4,6,14,19,26,23,13,108,0.9,3.7,5.6,13,17.6,24.1,21.3,12,100
127117002,13577,135 Oola,135 Oola,Limerick County,RoI,6,0,0,3,10,18,27,24,23,108,0,0,2.8,9.3,16.7,25,22.2,21.3,100
127117003,13578,135 Oola,135 Oola,Limerick County,RoI,5.4,0,4,7,16,16,17,21,13,97,0,4.1,7.2,16.5,16.5,17.5,21.6,13.4,100
127117004,13579,135 Oola,135 Oola,Limerick County,RoI,5.2,1,3,3,7,27,13,15,4,76,1.3,3.9,3.9,9.2,35.5,17.1,19.7,5.3,100
127118001,13545,126 Pallaskenry,126 Pallaskenry,Limerick County,RoI,6.4,0,2,2,7,19,25,29,39,125,0,1.6,1.6,5.6,15.2,20,23.2,31.2,100
127118002,13546,126 Pallaskenry,126 Pallaskenry,Limerick County,RoI,5.5,0,2,12,8,41,24,22,16,128,0,1.6,9.4,6.3,32,18.8,17.2,12.5,100
127118003,13547,126 Pallaskenry,126 Pallaskenry,Limerick County,RoI,4.8,1,5,13,18,44,11,8,10,113,0.9,4.4,11.5,15.9,38.9,9.7,7.1,8.8,100
127119001,13186,045 Particles,045 Particles,Limerick County,RoI,5.6,0,0,8,11,11,15,17,13,78,0,0,10.3,14.1,14.1,19.2,21.8,16.7,100
127120001,13382,067 Patrickswell,067 Patrickswell,Limerick County,RoI,5.8,1,6,5,8,16,22,24,34,122,0.8,4.9,4.1,6.6,13.1,18,19.7,27.9,100
127120002,13383,067 Patrickswell,067 Patrickswell,Limerick County,RoI,4.4,2,1,6,10,22,16,1,2,66,3,1.5,9.1,15.2,33.3,24.2,1.5,3,100
127120003,13384,067 Patrickswell,067 Patrickswell,Limerick County,RoI,6.4,1,0,3,4,12,14,23,26,84,1.2,0,3.6,4.8,14.3,16.7,27.4,31,100
127120004,13385,067 Patrickswell,067 Patrickswell,Limerick County,RoI,5.8,0,1,3,5,14,18,9,14,66,0,1.5,4.5,7.6,21.2,27.3,13.6,21.2,100
127120005,13386,067 Patrickswell,067 Patrickswell,Limerick County,RoI,4.7,0,2,11,3,32,13,7,8,85,0,2.4,12.9,3.5,37.6,15.3,8.2,9.4,100
127120006,13387,067 Patrickswell,067 Patrickswell,Limerick County,RoI,5.3,0,0,8,4,33,22,16,2,88,0,0,9.1,4.5,37.5,25,18.2,2.3,100
127121001,13497,103 Port,103 Port,Limerick County,RoI,5.5,1,0,10,8,31,29,19,13,114,0.9,0,8.8,7,27.2,25.4,16.7,11.4,100
127121002,13498,103 Port,103 Port,Limerick County,RoI,5.9,0,0,3,10,11,13,12,16,67,0,0,4.5,14.9,16.4,19.4,17.9,23.9,100
127122001,13548,127 Rathkeale Rural,127 Rathkeale Rural,Limerick County,RoI,5.5,0,2,7,5,17,17,8,11,68,0,2.9,10.3,7.4,25,25,11.8,16.2,100
127122002,13549,127 Rathkeale Rural,127 Rathkeale Rural,Limerick County,RoI,6.1,0,0,2,4,12,10,8,14,51,0,0,3.9,7.8,23.5,19.6,15.7,27.5,100
127123001,13550,128 Rathkeale Urban,128 Rathkeale Urban,Limerick County,RoI,5.5,2,4,7,14,26,29,10,29,125,1.6,3.2,5.6,11.2,20.8,23.2,8,23.2,100
127123002,13551,128 Rathkeale Urban,128 Rathkeale Urban,Limerick County,RoI,4.9,0,2,3,8,33,10,5,7,73,0,2.7,4.1,11,45.2,13.7,6.8,9.6,100
127123003,13552,128 Rathkeale Urban,128 Rathkeale Urban,Limerick County,RoI,4.4,0,13,21,12,27,19,3,3,99,0,13.1,21.2,12.1,27.3,19.2,3,3,100
127123004,13553,128 Rathkeale Urban,128 Rathkeale Urban,Limerick County,RoI,4.6,0,2,17,19,27,7,2,7,83,0,2.4,20.5,22.9,32.5,8.4,2.4,8.4,100
127123005,13554,128 Rathkeale Urban,128 Rathkeale Urban,Limerick County,RoI,3.9,9,7,12,11,21,6,2,6,79,11.4,8.9,15.2,13.9,26.6,7.6,2.5,7.6,100
