GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Average,1 Room (Households),2 Rooms (Households),3 Rooms (Households),4 Rooms (Households),5 Rooms (Households),6 Rooms (Households),7 Rooms (Households),8 or more Rooms (Households),Total (Households),% 1 Room (Households),% 2 Rooms (Households),% 3 Rooms (Households),% 4 Rooms (Households),% 5 Rooms (Households),% 6 Rooms (Households),% 7 Rooms (Households),% 8 or more Rooms (Households),% Total (Households)
N00000864,19352,Ballyhackamore,95GG03,Belfast,NI,6.3,1,0,2,17,11,43,9,42,125,0.8,0,1.6,13.6,8.8,34.4,7.2,33.6,100
N00000865,19353,Ballyhackamore,95GG03,Belfast,NI,6.6,0,1,7,4,9,35,25,45,126,0,0.8,5.6,3.2,7.1,27.8,19.8,35.7,100
N00000866,19354,Ballyhackamore,95GG03,Belfast,NI,5.3,0,6,14,37,21,40,39,7,164,0,3.7,8.5,22.6,12.8,24.4,23.8,4.3,100
N00000867,19355,Ballyhackamore,95GG03,Belfast,NI,4.9,0,7,7,48,49,32,11,5,159,0,4.4,4.4,30.2,30.8,20.1,6.9,3.1,100
N00000868,19356,Ballyhackamore,95GG03,Belfast,NI,6.1,0,0,2,9,20,51,37,11,130,0,0,1.5,6.9,15.4,39.2,28.5,8.5,100
N00000869,19357,Ballyhackamore,95GG03,Belfast,NI,4.3,1,4,15,47,26,7,1,5,106,0.9,3.8,14.2,44.3,24.5,6.6,0.9,4.7,100
N00000870,19358,Ballyhackamore,95GG03,Belfast,NI,5.4,2,12,7,12,37,58,19,10,157,1.3,7.6,4.5,7.6,23.6,36.9,12.1,6.4,100
N00000871,19359,Ballyhackamore,95GG03,Belfast,NI,5.3,0,2,27,36,22,25,14,29,155,0,1.3,17.4,23.2,14.2,16.1,9,18.7,100
N00000872,19360,Ballyhackamore,95GG03,Belfast,NI,4.4,1,9,23,36,39,18,6,2,134,0.7,6.7,17.2,26.9,29.1,13.4,4.5,1.5,100
N00000873,19361,Ballymacarrett,95GG04,Belfast,NI,4.6,0,3,6,43,66,13,0,1,132,0,2.3,4.5,32.6,50,9.8,0,0.8,100
N00000874,19362,Ballymacarrett,95GG04,Belfast,NI,4.2,0,15,64,94,55,33,4,3,268,0,5.6,23.9,35.1,20.5,12.3,1.5,1.1,100
N00000875,19363,Ballymacarrett,95GG04,Belfast,NI,4.6,0,5,3,46,60,3,5,2,124,0,4,2.4,37.1,48.4,2.4,4,1.6,100
N00000876,19364,Ballymacarrett,95GG04,Belfast,NI,3.9,0,32,20,25,25,11,3,3,119,0,26.9,16.8,21,21,9.2,2.5,2.5,100
N00000877,19365,Ballymacarrett,95GG04,Belfast,NI,4.6,0,4,15,48,74,14,1,2,158,0,2.5,9.5,30.4,46.8,8.9,0.6,1.3,100
N00000878,19366,Ballymacarrett,95GG04,Belfast,NI,4.3,0,2,24,37,48,5,2,1,119,0,1.7,20.2,31.1,40.3,4.2,1.7,0.8,100
N00000879,19367,Ballymacarrett,95GG04,Belfast,NI,4.9,0,7,31,111,138,70,30,11,398,0,1.8,7.8,27.9,34.7,17.6,7.5,2.8,100
N00000880,19368,Ballymacarrett,95GG04,Belfast,NI,5,0,1,7,28,59,15,10,3,123,0,0.8,5.7,22.8,48,12.2,8.1,2.4,100
N00000881,19369,Ballymacarrett,95GG04,Belfast,NI,4.4,0,7,10,62,59,5,3,2,148,0,4.7,6.8,41.9,39.9,3.4,2,1.4,100
N00000882,19370,Ballymacarrett,95GG04,Belfast,NI,4.1,0,8,6,96,25,3,0,1,139,0,5.8,4.3,69.1,18,2.2,0,0.7,100
N00000883,19371,Ballymacarrett,95GG04,Belfast,NI,4.1,0,10,6,78,34,5,0,0,133,0,7.5,4.5,58.6,25.6,3.8,0,0,100
N00000884,19372,Ballymacarrett,95GG04,Belfast,NI,4.2,0,3,29,38,34,6,0,3,113,0,2.7,25.7,33.6,30.1,5.3,0,2.7,100
N00000885,19373,Ballymacarrett,95GG04,Belfast,NI,4.2,2,26,39,148,65,27,11,5,323,0.6,8,12.1,45.8,20.1,8.4,3.4,1.5,100
N00000886,19374,Ballynafeigh,95GG05,Belfast,NI,4.7,0,4,10,51,33,22,7,1,128,0,3.1,7.8,39.8,25.8,17.2,5.5,0.8,100
N00000887,19375,Ballynafeigh,95GG05,Belfast,NI,5.2,0,0,13,14,54,36,12,4,133,0,0,9.8,10.5,40.6,27.1,9,3,100
N00000888,19376,Ballynafeigh,95GG05,Belfast,NI,5,0,1,2,48,53,30,2,7,143,0,0.7,1.4,33.6,37.1,21,1.4,4.9,100
N00000889,19377,Ballynafeigh,95GG05,Belfast,NI,6,0,3,4,21,17,16,14,35,110,0,2.7,3.6,19.1,15.5,14.5,12.7,31.8,100
N00000890,19378,Ballynafeigh,95GG05,Belfast,NI,5.3,0,0,17,36,39,22,15,21,150,0,0,11.3,24,26,14.7,10,14,100
N00000891,19379,Ballynafeigh,95GG05,Belfast,NI,4.3,0,11,55,43,41,10,13,8,181,0,6.1,30.4,23.8,22.7,5.5,7.2,4.4,100
N00000892,19380,Ballynafeigh,95GG05,Belfast,NI,5.1,0,0,8,14,72,38,4,1,137,0,0,5.8,10.2,52.6,27.7,2.9,0.7,100
N00000893,19381,Ballynafeigh,95GG05,Belfast,NI,5,0,1,6,25,80,16,2,5,135,0,0.7,4.4,18.5,59.3,11.9,1.5,3.7,100
N00000894,19382,Ballynafeigh,95GG05,Belfast,NI,4.8,0,3,10,43,51,22,8,4,141,0,2.1,7.1,30.5,36.2,15.6,5.7,2.8,100
N00000895,19383,Ballynafeigh,95GG05,Belfast,NI,4.7,0,2,13,34,45,22,4,1,121,0,1.7,10.7,28.1,37.2,18.2,3.3,0.8,100
N00000896,19384,Ballynafeigh,95GG05,Belfast,NI,4.9,0,1,7,31,66,31,2,1,139,0,0.7,5,22.3,47.5,22.3,1.4,0.7,100
N00000897,19385,Ballynafeigh,95GG05,Belfast,NI,5.8,0,3,9,11,31,32,35,16,137,0,2.2,6.6,8,22.6,23.4,25.5,11.7,100
N00000898,19386,Ballynafeigh,95GG05,Belfast,NI,5.4,0,7,8,18,37,37,24,7,138,0,5.1,5.8,13,26.8,26.8,17.4,5.1,100
N00000899,19387,Ballynafeigh,95GG05,Belfast,NI,4.9,0,12,26,31,22,35,29,3,158,0,7.6,16.5,19.6,13.9,22.2,18.4,1.9,100
N00000900,19388,Ballynafeigh,95GG05,Belfast,NI,4.4,0,4,6,61,27,2,7,2,109,0,3.7,5.5,56,24.8,1.8,6.4,1.8,100
N00000901,19389,Ballynafeigh,95GG05,Belfast,NI,5.5,1,0,9,28,32,31,31,8,140,0.7,0,6.4,20,22.9,22.1,22.1,5.7,100
N00000902,19390,Ballynafeigh,95GG05,Belfast,NI,5.2,0,1,9,24,57,35,10,7,143,0,0.7,6.3,16.8,39.9,24.5,7,4.9,100
N00000903,19391,Ballynafeigh,95GG05,Belfast,NI,4.2,0,4,12,40,34,3,1,0,94,0,4.3,12.8,42.6,36.2,3.2,1.1,0,100
N00000904,19392,Ballynafeigh,95GG05,Belfast,NI,4.1,1,29,52,38,67,23,8,1,219,0.5,13.2,23.7,17.4,30.6,10.5,3.7,0.5,100
N00000905,19393,Ballynafeigh,95GG05,Belfast,NI,4.6,0,7,11,58,37,22,5,4,144,0,4.9,7.6,40.3,25.7,15.3,3.5,2.8,100
N00000906,19394,Ballysillan,95GG06,Belfast,NI,5.7,0,0,0,3,44,47,8,3,105,0,0,0,2.9,41.9,44.8,7.6,2.9,100
N00000907,19395,Ballysillan,95GG06,Belfast,NI,5.1,0,0,3,19,76,24,5,2,129,0,0,2.3,14.7,58.9,18.6,3.9,1.6,100
N00000908,19396,Ballysillan,95GG06,Belfast,NI,4.8,0,2,6,38,71,25,3,1,146,0,1.4,4.1,26,48.6,17.1,2.1,0.7,100
N00000909,19397,Ballysillan,95GG06,Belfast,NI,5.2,0,0,0,14,40,23,2,2,81,0,0,0,17.3,49.4,28.4,2.5,2.5,100
N00000910,19398,Ballysillan,95GG06,Belfast,NI,4.8,0,1,7,25,75,20,1,0,129,0,0.8,5.4,19.4,58.1,15.5,0.8,0,100
N00000911,19399,Ballysillan,95GG06,Belfast,NI,4.6,0,2,4,40,50,12,1,0,109,0,1.8,3.7,36.7,45.9,11,0.9,0,100
N00000912,19400,Ballysillan,95GG06,Belfast,NI,5,0,1,4,20,46,20,0,4,95,0,1.1,4.2,21.1,48.4,21.1,0,4.2,100
N00000913,19401,Ballysillan,95GG06,Belfast,NI,5,0,0,7,15,78,24,1,2,127,0,0,5.5,11.8,61.4,18.9,0.8,1.6,100
N00000914,19402,Ballysillan,95GG06,Belfast,NI,5.4,0,1,2,8,66,37,4,5,123,0,0.8,1.6,6.5,53.7,30.1,3.3,4.1,100
N00000915,19403,Ballysillan,95GG06,Belfast,NI,4.2,1,4,2,74,29,6,0,0,116,0.9,3.4,1.7,63.8,25,5.2,0,0,100
N00000916,19404,Ballysillan,95GG06,Belfast,NI,4.5,0,2,4,66,36,12,2,0,122,0,1.6,3.3,54.1,29.5,9.8,1.6,0,100
N00000917,19405,Ballysillan,95GG06,Belfast,NI,4.6,0,2,2,56,38,16,1,1,116,0,1.7,1.7,48.3,32.8,13.8,0.9,0.9,100
N00000918,19406,Ballysillan,95GG06,Belfast,NI,4.9,0,2,1,51,29,28,7,3,121,0,1.7,0.8,42.1,24,23.1,5.8,2.5,100
N00000919,19407,Ballysillan,95GG06,Belfast,NI,4.8,0,2,4,34,45,20,2,1,108,0,1.9,3.7,31.5,41.7,18.5,1.9,0.9,100
N00000920,19408,Ballysillan,95GG06,Belfast,NI,4.6,1,0,10,12,49,6,1,0,79,1.3,0,12.7,15.2,62,7.6,1.3,0,100
N00000921,19409,Ballysillan,95GG06,Belfast,NI,6.4,1,0,5,8,30,62,56,47,209,0.5,0,2.4,3.8,14.4,29.7,26.8,22.5,100
N00000922,19410,Ballysillan,95GG06,Belfast,NI,5.7,0,1,5,11,27,60,13,10,127,0,0.8,3.9,8.7,21.3,47.2,10.2,7.9,100
N00000923,19411,Ballysillan,95GG06,Belfast,NI,5.1,0,0,2,35,32,37,6,2,114,0,0,1.8,30.7,28.1,32.5,5.3,1.8,100
N00000924,19412,Ballysillan,95GG06,Belfast,NI,4.9,0,2,1,28,49,24,2,0,106,0,1.9,0.9,26.4,46.2,22.6,1.9,0,100
N00000925,19413,Ballysillan,95GG06,Belfast,NI,5.3,0,1,5,8,65,30,7,3,119,0,0.8,4.2,6.7,54.6,25.2,5.9,2.5,100
N00000926,19414,Beechmount,95GG07,Belfast,NI,5.1,0,2,7,30,31,44,5,2,121,0,1.7,5.8,24.8,25.6,36.4,4.1,1.7,100
N00000927,19415,Beechmount,95GG07,Belfast,NI,3.6,22,39,34,37,55,8,2,5,202,10.9,19.3,16.8,18.3,27.2,4,1,2.5,100
N00000928,19416,Beechmount,95GG07,Belfast,NI,5.5,1,3,19,9,23,66,19,9,149,0.7,2,12.8,6,15.4,44.3,12.8,6,100
N00000929,19417,Beechmount,95GG07,Belfast,NI,5,1,10,10,8,76,38,5,7,155,0.6,6.5,6.5,5.2,49,24.5,3.2,4.5,100
N00000930,19418,Beechmount,95GG07,Belfast,NI,4.8,0,4,11,19,116,16,0,3,169,0,2.4,6.5,11.2,68.6,9.5,0,1.8,100
N00000931,19419,Beechmount,95GG07,Belfast,NI,4.6,1,6,33,71,94,20,15,6,246,0.4,2.4,13.4,28.9,38.2,8.1,6.1,2.4,100
N00000932,19420,Beechmount,95GG07,Belfast,NI,4.4,3,6,40,45,41,25,11,3,174,1.7,3.4,23,25.9,23.6,14.4,6.3,1.7,100
N00000933,19421,Beechmount,95GG07,Belfast,NI,4.6,0,4,5,49,59,15,1,1,134,0,3,3.7,36.6,44,11.2,0.7,0.7,100
N00000934,19422,Beechmount,95GG07,Belfast,NI,5,0,3,5,24,46,34,7,0,119,0,2.5,4.2,20.2,38.7,28.6,5.9,0,100
N00000935,19423,Beechmount,95GG07,Belfast,NI,4.8,0,8,2,29,46,25,3,2,115,0,7,1.7,25.2,40,21.7,2.6,1.7,100
N00000936,19424,Beechmount,95GG07,Belfast,NI,4.9,1,6,8,39,89,27,9,4,183,0.5,3.3,4.4,21.3,48.6,14.8,4.9,2.2,100
N00000937,19425,Beechmount,95GG07,Belfast,NI,5,1,0,11,27,102,20,7,6,174,0.6,0,6.3,15.5,58.6,11.5,4,3.4,100
N00000938,19426,Beechmount,95GG07,Belfast,NI,4.9,0,4,8,22,51,24,3,4,116,0,3.4,6.9,19,44,20.7,2.6,3.4,100
N00000939,19427,Beechmount,95GG07,Belfast,NI,4.5,0,5,8,24,47,5,0,1,90,0,5.6,8.9,26.7,52.2,5.6,0,1.1,100
N00000940,19428,Beechmount,95GG07,Belfast,NI,4.4,0,7,12,48,40,9,4,2,122,0,5.7,9.8,39.3,32.8,7.4,3.3,1.6,100
N00000941,19429,Bellevue,95GG08,Belfast,NI,6.8,0,0,6,10,7,21,28,59,131,0,0,4.6,7.6,5.3,16,21.4,45,100
N00000942,19430,Bellevue,95GG08,Belfast,NI,5.7,0,2,4,6,25,70,7,8,122,0,1.6,3.3,4.9,20.5,57.4,5.7,6.6,100
N00000943,19431,Bellevue,95GG08,Belfast,NI,5.6,0,0,4,4,39,41,12,5,105,0,0,3.8,3.8,37.1,39,11.4,4.8,100
N00000944,19432,Bellevue,95GG08,Belfast,NI,5.1,2,2,12,3,31,32,7,2,91,2.2,2.2,13.2,3.3,34.1,35.2,7.7,2.2,100
N00000945,19433,Bellevue,95GG08,Belfast,NI,6.1,0,0,2,16,14,29,26,18,105,0,0,1.9,15.2,13.3,27.6,24.8,17.1,100
N00000946,19434,Bellevue,95GG08,Belfast,NI,4.2,3,12,26,81,68,16,0,1,207,1.4,5.8,12.6,39.1,32.9,7.7,0,0.5,100
N00000947,19435,Bellevue,95GG08,Belfast,NI,4.7,0,1,4,51,37,17,6,1,117,0,0.9,3.4,43.6,31.6,14.5,5.1,0.9,100
N00000948,19436,Bellevue,95GG08,Belfast,NI,4.9,0,0,4,46,33,15,6,4,108,0,0,3.7,42.6,30.6,13.9,5.6,3.7,100
N00000949,19437,Bellevue,95GG08,Belfast,NI,5.3,0,1,4,28,37,54,8,2,134,0,0.7,3,20.9,27.6,40.3,6,1.5,100
N00000950,19438,Bellevue,95GG08,Belfast,NI,4.8,0,4,11,35,62,16,4,6,138,0,2.9,8,25.4,44.9,11.6,2.9,4.3,100
N00000951,19439,Bellevue,95GG08,Belfast,NI,5.5,0,2,2,9,37,41,13,2,106,0,1.9,1.9,8.5,34.9,38.7,12.3,1.9,100
N00000952,19440,Bellevue,95GG08,Belfast,NI,5.1,0,1,5,43,74,33,13,7,176,0,0.6,2.8,24.4,42,18.8,7.4,4,100
N00000953,19441,Bellevue,95GG08,Belfast,NI,4.7,0,5,3,34,52,22,1,0,117,0,4.3,2.6,29.1,44.4,18.8,0.9,0,100
N00000954,19442,Bellevue,95GG08,Belfast,NI,4.8,0,3,6,31,65,8,4,4,121,0,2.5,5,25.6,53.7,6.6,3.3,3.3,100
N00000955,19443,Bellevue,95GG08,Belfast,NI,5.4,0,1,24,16,47,31,16,23,158,0,0.6,15.2,10.1,29.7,19.6,10.1,14.6,100
N00000956,19444,Bellevue,95GG08,Belfast,NI,4.5,0,6,58,42,57,33,14,5,215,0,2.8,27,19.5,26.5,15.3,6.5,2.3,100
N00000957,19445,Belmont,95GG09,Belfast,NI,6.8,0,1,2,12,15,35,50,77,192,0,0.5,1,6.3,7.8,18.2,26,40.1,100
N00000958,19446,Belmont,95GG09,Belfast,NI,5.6,0,1,8,17,36,42,13,15,132,0,0.8,6.1,12.9,27.3,31.8,9.8,11.4,100
N00000959,19447,Belmont,95GG09,Belfast,NI,6.1,1,12,5,15,16,64,43,48,204,0.5,5.9,2.5,7.4,7.8,31.4,21.1,23.5,100
N00000960,19448,Belmont,95GG09,Belfast,NI,6.3,0,4,22,10,16,29,38,73,192,0,2.1,11.5,5.2,8.3,15.1,19.8,38,100
N00000961,19449,Belmont,95GG09,Belfast,NI,6.3,0,0,1,2,20,62,19,20,124,0,0,0.8,1.6,16.1,50,15.3,16.1,100
N00000962,19450,Belmont,95GG09,Belfast,NI,4.7,0,4,4,68,63,11,4,5,159,0,2.5,2.5,42.8,39.6,6.9,2.5,3.1,100
N00000963,19451,Belmont,95GG09,Belfast,NI,5.8,0,0,0,3,32,68,9,3,115,0,0,0,2.6,27.8,59.1,7.8,2.6,100
N00000964,19452,Belmont,95GG09,Belfast,NI,5.7,0,1,0,6,44,65,9,4,129,0,0.8,0,4.7,34.1,50.4,7,3.1,100
N00000965,19453,Belmont,95GG09,Belfast,NI,5.5,0,2,3,15,42,40,11,7,120,0,1.7,2.5,12.5,35,33.3,9.2,5.8,100
N00000966,19454,Belmont,95GG09,Belfast,NI,5.8,0,0,9,9,28,70,16,16,148,0,0,6.1,6.1,18.9,47.3,10.8,10.8,100
N00000967,19455,Belmont,95GG09,Belfast,NI,5.5,0,1,5,9,58,45,12,7,137,0,0.7,3.6,6.6,42.3,32.8,8.8,5.1,100
N00000968,19456,Belmont,95GG09,Belfast,NI,5.8,0,0,3,7,30,38,16,9,103,0,0,2.9,6.8,29.1,36.9,15.5,8.7,100
N00000969,19457,Belmont,95GG09,Belfast,NI,4.7,1,3,4,28,42,11,1,2,92,1.1,3.3,4.3,30.4,45.7,12,1.1,2.2,100
N00000970,19458,Belmont,95GG09,Belfast,NI,4.4,0,3,42,94,72,19,9,4,243,0,1.2,17.3,38.7,29.6,7.8,3.7,1.6,100
N00000971,19459,Belmont,95GG09,Belfast,NI,4.7,0,1,9,37,61,6,5,1,120,0,0.8,7.5,30.8,50.8,5,4.2,0.8,100
N00000972,19460,Belmont,95GG09,Belfast,NI,4.7,0,3,15,24,71,11,4,1,129,0,2.3,11.6,18.6,55,8.5,3.1,0.8,100
N00000973,19461,Belmont,95GG09,Belfast,NI,4.7,0,1,17,35,69,17,3,3,145,0,0.7,11.7,24.1,47.6,11.7,2.1,2.1,100
N00000974,19462,Belmont,95GG09,Belfast,NI,4.5,0,4,13,29,64,8,2,0,120,0,3.3,10.8,24.2,53.3,6.7,1.7,0,100
N00000975,19463,Blackstaff,95GG10,Belfast,NI,4.3,0,3,17,52,44,8,1,0,125,0,2.4,13.6,41.6,35.2,6.4,0.8,0,100
N00000976,19464,Blackstaff,95GG10,Belfast,NI,4.2,0,5,10,37,12,8,1,1,74,0,6.8,13.5,50,16.2,10.8,1.4,1.4,100
N00000977,19465,Blackstaff,95GG10,Belfast,NI,4.1,0,4,9,101,26,5,0,0,145,0,2.8,6.2,69.7,17.9,3.4,0,0,100
N00000978,19466,Blackstaff,95GG10,Belfast,NI,4.2,0,5,15,72,38,0,1,3,134,0,3.7,11.2,53.7,28.4,0,0.7,2.2,100
N00000979,19467,Blackstaff,95GG10,Belfast,NI,4.4,0,4,6,66,36,11,2,1,126,0,3.2,4.8,52.4,28.6,8.7,1.6,0.8,100
N00000980,19468,Blackstaff,95GG10,Belfast,NI,4.2,0,4,11,73,33,6,0,1,128,0,3.1,8.6,57,25.8,4.7,0,0.8,100
N00000981,19469,Blackstaff,95GG10,Belfast,NI,4.3,0,4,10,57,29,6,1,1,108,0,3.7,9.3,52.8,26.9,5.6,0.9,0.9,100
N00000982,19470,Blackstaff,95GG10,Belfast,NI,4.1,0,6,23,69,17,6,3,2,126,0,4.8,18.3,54.8,13.5,4.8,2.4,1.6,100
N00000983,19471,Blackstaff,95GG10,Belfast,NI,4.3,0,13,8,74,55,10,1,1,162,0,8,4.9,45.7,34,6.2,0.6,0.6,100
N00000984,19472,Blackstaff,95GG10,Belfast,NI,4.7,0,5,7,55,63,21,6,3,160,0,3.1,4.4,34.4,39.4,13.1,3.8,1.9,100
N00000985,19473,Blackstaff,95GG10,Belfast,NI,4.4,0,3,18,50,45,5,0,5,126,0,2.4,14.3,39.7,35.7,4,0,4,100
N00000986,19474,Blackstaff,95GG10,Belfast,NI,4,0,6,24,50,28,2,1,1,112,0,5.4,21.4,44.6,25,1.8,0.9,0.9,100
N00000987,19475,Blackstaff,95GG10,Belfast,NI,4.7,0,3,9,70,33,29,4,4,152,0,2,5.9,46.1,21.7,19.1,2.6,2.6,100
N00000988,19476,Blackstaff,95GG10,Belfast,NI,4.4,1,1,3,45,19,2,0,3,74,1.4,1.4,4.1,60.8,25.7,2.7,0,4.1,100
N00000989,19477,Blackstaff,95GG10,Belfast,NI,4.5,1,3,7,55,46,9,2,1,124,0.8,2.4,5.6,44.4,37.1,7.3,1.6,0.8,100
N00000990,19478,Blackstaff,95GG10,Belfast,NI,4.5,0,5,5,72,42,12,5,0,141,0,3.5,3.5,51.1,29.8,8.5,3.5,0,100
N00000991,19479,Bloomfield,95GG11,Belfast,NI,3.9,2,26,32,36,23,15,4,3,141,1.4,18.4,22.7,25.5,16.3,10.6,2.8,2.1,100
N00000992,19480,Bloomfield,95GG11,Belfast,NI,4.5,1,5,12,135,77,23,8,4,265,0.4,1.9,4.5,50.9,29.1,8.7,3,1.5,100
N00000993,19481,Bloomfield,95GG11,Belfast,NI,4.4,0,5,3,64,22,13,3,1,111,0,4.5,2.7,57.7,19.8,11.7,2.7,0.9,100
N00000994,19482,Bloomfield,95GG11,Belfast,NI,4.3,2,34,52,220,95,40,16,11,470,0.4,7.2,11.1,46.8,20.2,8.5,3.4,2.3,100
N00000995,19483,Bloomfield,95GG11,Belfast,NI,5,0,1,4,28,36,18,8,2,97,0,1,4.1,28.9,37.1,18.6,8.2,2.1,100
N00000996,19484,Bloomfield,95GG11,Belfast,NI,6.8,0,3,1,8,6,19,34,52,123,0,2.4,0.8,6.5,4.9,15.4,27.6,42.3,100
N00000997,19485,Bloomfield,95GG11,Belfast,NI,6.6,0,1,5,15,13,5,9,55,103,0,1,4.9,14.6,12.6,4.9,8.7,53.4,100
N00000998,19486,Bloomfield,95GG11,Belfast,NI,5.8,0,2,4,13,29,47,13,19,127,0,1.6,3.1,10.2,22.8,37,10.2,15,100
N00000999,19487,Bloomfield,95GG11,Belfast,NI,4.7,0,5,6,54,30,16,8,3,122,0,4.1,4.9,44.3,24.6,13.1,6.6,2.5,100
N00001000,19488,Bloomfield,95GG11,Belfast,NI,6,0,0,3,6,25,60,21,14,129,0,0,2.3,4.7,19.4,46.5,16.3,10.9,100
N00001001,19489,Bloomfield,95GG11,Belfast,NI,4.9,0,8,14,29,37,34,15,2,139,0,5.8,10.1,20.9,26.6,24.5,10.8,1.4,100
N00001002,19490,Bloomfield,95GG11,Belfast,NI,4.4,4,24,33,161,156,44,5,4,431,0.9,5.6,7.7,37.4,36.2,10.2,1.2,0.9,100
N00001003,19491,Bloomfield,95GG11,Belfast,NI,4.6,0,1,5,48,44,12,1,2,113,0,0.9,4.4,42.5,38.9,10.6,0.9,1.8,100
N00001004,19492,Bloomfield,95GG11,Belfast,NI,5,0,3,6,41,48,37,6,2,143,0,2.1,4.2,28.7,33.6,25.9,4.2,1.4,100
N00001005,19493,Bloomfield,95GG11,Belfast,NI,3.8,3,11,53,64,28,10,2,1,172,1.7,6.4,30.8,37.2,16.3,5.8,1.2,0.6,100
N00001006,19494,Botanic,95GG12,Belfast,NI,5.1,2,8,38,23,15,19,8,35,148,1.4,5.4,25.7,15.5,10.1,12.8,5.4,23.6,100
N00001007,19495,Botanic,95GG12,Belfast,NI,4.5,2,24,66,42,33,28,25,22,242,0.8,9.9,27.3,17.4,13.6,11.6,10.3,9.1,100
N00001008,19496,Botanic,95GG12,Belfast,NI,5.1,6,10,11,7,4,14,19,14,85,7.1,11.8,12.9,8.2,4.7,16.5,22.4,16.5,100
N00001009,19497,Botanic,95GG12,Belfast,NI,4.1,3,10,23,21,8,8,4,6,83,3.6,12,27.7,25.3,9.6,9.6,4.8,7.2,100
N00001010,19498,Botanic,95GG12,Belfast,NI,5.5,0,5,4,28,23,30,23,11,124,0,4,3.2,22.6,18.5,24.2,18.5,8.9,100
N00001011,19499,Botanic,95GG12,Belfast,NI,5.4,2,0,8,18,42,28,24,4,126,1.6,0,6.3,14.3,33.3,22.2,19,3.2,100
N00001012,19500,Botanic,95GG12,Belfast,NI,5,1,10,26,11,24,27,22,7,128,0.8,7.8,20.3,8.6,18.8,21.1,17.2,5.5,100
N00001013,19501,Botanic,95GG12,Belfast,NI,5.1,0,3,5,17,40,21,9,3,98,0,3.1,5.1,17.3,40.8,21.4,9.2,3.1,100
N00001014,19502,Botanic,95GG12,Belfast,NI,4.4,2,20,18,16,16,16,14,5,107,1.9,18.7,16.8,15,15,15,13.1,4.7,100
N00001015,19503,Botanic,95GG12,Belfast,NI,5,0,14,22,15,33,32,15,13,144,0,9.7,15.3,10.4,22.9,22.2,10.4,9,100
N00001016,19504,Botanic,95GG12,Belfast,NI,5.1,2,5,23,13,15,10,15,17,100,2,5,23,13,15,10,15,17,100
N00001017,19505,Botanic,95GG12,Belfast,NI,4.9,0,5,29,20,21,19,14,10,118,0,4.2,24.6,16.9,17.8,16.1,11.9,8.5,100
N00001018,19506,Botanic,95GG12,Belfast,NI,5.8,1,5,15,19,10,7,23,35,115,0.9,4.3,13,16.5,8.7,6.1,20,30.4,100
N00001019,19507,Botanic,95GG12,Belfast,NI,4.9,0,0,13,11,31,14,3,4,76,0,0,17.1,14.5,40.8,18.4,3.9,5.3,100
N00001020,19508,Botanic,95GG12,Belfast,NI,3.9,1,11,38,18,8,6,10,2,94,1.1,11.7,40.4,19.1,8.5,6.4,10.6,2.1,100
N00001021,19509,Botanic,95GG12,Belfast,NI,4.7,2,4,17,18,18,7,8,9,83,2.4,4.8,20.5,21.7,21.7,8.4,9.6,10.8,100
N00001022,19510,Botanic,95GG12,Belfast,NI,3.6,15,75,74,37,28,10,15,18,272,5.5,27.6,27.2,13.6,10.3,3.7,5.5,6.6,100
N00001023,19511,Botanic,95GG12,Belfast,NI,4.5,0,6,28,18,19,10,6,7,94,0,6.4,29.8,19.1,20.2,10.6,6.4,7.4,100
N00001024,19512,Botanic,95GG12,Belfast,NI,3.9,3,27,41,38,14,15,1,10,149,2,18.1,27.5,25.5,9.4,10.1,0.7,6.7,100
N00001025,19513,Botanic,95GG12,Belfast,NI,4.5,2,7,33,19,9,14,5,12,101,2,6.9,32.7,18.8,8.9,13.9,5,11.9,100
N00001026,19514,Botanic,95GG12,Belfast,NI,4.1,4,19,29,13,12,10,5,11,103,3.9,18.4,28.2,12.6,11.7,9.7,4.9,10.7,100
N00001027,19515,Botanic,95GG12,Belfast,NI,4.5,0,9,38,31,38,28,12,2,158,0,5.7,24.1,19.6,24.1,17.7,7.6,1.3,100
N00001028,19516,Botanic,95GG12,Belfast,NI,4.2,1,7,23,43,36,3,4,1,118,0.8,5.9,19.5,36.4,30.5,2.5,3.4,0.8,100
N00001029,19517,Botanic,95GG12,Belfast,NI,4.7,0,10,18,79,92,26,11,5,241,0,4.1,7.5,32.8,38.2,10.8,4.6,2.1,100
N00001030,19518,Botanic,95GG12,Belfast,NI,5.1,2,8,20,37,46,20,32,12,177,1.1,4.5,11.3,20.9,26,11.3,18.1,6.8,100
N00001031,19519,Botanic,95GG12,Belfast,NI,5,0,8,2,44,38,40,7,6,145,0,5.5,1.4,30.3,26.2,27.6,4.8,4.1,100
N00001032,19520,Castleview,95GG13,Belfast,NI,4.5,0,1,4,55,32,13,1,0,106,0,0.9,3.8,51.9,30.2,12.3,0.9,0,100
N00001033,19521,Castleview,95GG13,Belfast,NI,3.6,1,7,35,61,4,1,0,1,110,0.9,6.4,31.8,55.5,3.6,0.9,0,0.9,100
N00001034,19522,Castleview,95GG13,Belfast,NI,5.5,2,1,3,9,53,57,12,6,143,1.4,0.7,2.1,6.3,37.1,39.9,8.4,4.2,100
