Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Persons_In_Communal_Establishments_Establishments_2011,Persons_In_Communal_Establishments_Persons_2011
792,268046014,A268046014,2042,042 Clontarf West A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
793,268047001,A268047001,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
794,268047002,A268047002,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
795,268047003,A268047003,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
796,268047004,A268047004,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
797,268047005,A268047005,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
798,268047006,A268047006,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
799,268047007,A268047007,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
800,268047008,A268047008,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
801,268047009,A268047009,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
802,268047010,A268047010,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
803,268047011,A268047011,2043,043 Clontarf West B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
804,268048001,A268048001,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
805,268048002,A268048002,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
806,268048003,A268048003,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,2,31
807,268048004,A268048004,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
808,268048005,A268048005,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
809,268048006,A268048006,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
810,268048007,A268048007,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
811,268048008,A268048008,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,1,14
812,268048009,A268048009,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
813,268048010,A268048010,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,1,1
814,268048011,A268048011,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
815,268048012,A268048012,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,1,2
816,268048013,A268048013,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
817,268048014,A268048014,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
818,268048015,A268048015,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
819,268048016,A268048016,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
820,268048017,A268048017,2044,044 Clontarf West C,Dublin City,Dublin,SE,Eastern and Midlands,1,21
821,268049001,A268049001,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
822,268049002,A268049002,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
823,268049003,A268049003,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
824,268049004,A268049004,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
825,268049005,A268049005,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
826,268049006,A268049006,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
827,268049007,A268049007,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
828,268049008,A268049008,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,1,4
829,268049009,A268049009,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
830,268049010,A268049010,2045,045 Clontarf West D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
831,268050001,A268050001,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
832,268050002,A268050002,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
833,268050003,A268050003,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
834,268050004,A268050004,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
835,268050005,A268050005,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
836,268050006,A268050006,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
837,268050007,A268050007,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
838,268050008,A268050008,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
839,268050009,A268050009,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,1,16
840,268050010,A268050010,2046,046 Clontarf West E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1494,268051001,A268051001,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1495,268051002,A268051002,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1496,268051003,A268051003,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1497,268051004,A268051004,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1498,268051005,A268051005,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1499,268051006,A268051006,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1500,268051007,A268051007,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1501,268051008,A268051008,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1502,268051009,A268051009,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1503,268051010,A268051010,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1504,268051011,A268051011,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1505,268051012,A268051012,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1506,268051013,A268051013,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1507,268051014,A268051014,2098,098 Crumlin A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1508,268052001,A268052001,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1509,268052002,A268052002,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1510,268052003,A268052003,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1511,268052004,A268052004,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1512,268052005,A268052005,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1513,268052006,A268052006,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1514,268052007,A268052007,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1515,268052008,A268052008,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1516,268052009,A268052009,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1517,268052010,A268052010,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1518,268052011,A268052011,2099,099 Crumlin B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1519,268053001,A268053001,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1520,268053002,A268053002,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,2,9
1521,268053003,A268053003,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1522,268053004,A268053004,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1523,268053005,A268053005,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1524,268053006,A268053006,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1525,268053007,A268053007,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1526,268053008,A268053008,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1527,268053009,A268053009,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1528,268053010,A268053010,2100,100 Crumlin C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1529,268054001,A268054001,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1530,268054002,A268054002,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1531,268054003,A268054003,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1532,268054004,A268054004,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,1,3
1533,268054005,A268054005,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1534,268054006,A268054006,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1535,268054007,A268054007,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1536,268054008,A268054008,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1537,268054009,A268054009,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1538,268054010,A268054010,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1539,268054011,A268054011,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1540,268054012,A268054012,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1541,268054013,A268054013,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1542,268054014,A268054014,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1543,268054015,A268054015,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1544,268054016,A268054016,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1545,268054017,A268054017,2101,101 Crumlin D,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1546,268055001,A268055001,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1547,268055002,A268055002,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1548,268055003,A268055003,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1549,268055004,A268055004,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1550,268055005,A268055005,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1551,268055006,A268055006,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1552,268055007,A268055007,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1553,268055008,A268055008,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1554,268055009,A268055009,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1555,268055010,A268055010,2102,102 Crumlin E,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1556,268056001,A268056001,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1557,268056002,A268056002,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1558,268056003,A268056003,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1559,268056004,A268056004,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1560,268056005,A268056005,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1561,268056006,A268056006,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1562,268056007,A268056007,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1563,268056008,A268056008,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1564,268056009,A268056009,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1565,268056010,A268056010,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,2,243
1566,268056011,A268056011,2103,103 Crumlin F,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1567,268057001,A268057001,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1568,268057002,A268057002,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1569,268057003,A268057003,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1570,268057004,A268057004,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1571,268057005,A268057005,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1572,268057006,A268057006,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1573,268057007,A268057007,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1574,268057008,A268057008,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1575,268057009,A268057009,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1576,268057010,A268057010,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1577,268057011,A268057011,2104,104 Decies,Dublin City,Dublin,SE,Eastern and Midlands,0,0
841,268058001,A268058001,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,3,20
842,268058002,A268058002,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
843,268058003,A268058003,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
844,268058004,A268058004,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
845,268058005,A268058005,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
846,268058006,A268058006,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
847,268058007,A268058007,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,4,23
848,268058008,A268058008,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,5,62
849,268058009,A268058009,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
850,268058010,A268058010,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
851,268058011,A268058011,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
852,268058012,A268058012,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
853,268058013,A268058013,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
854,268058014,A268058014,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
855,268058015,A268058015,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
856,268058016,A268058016,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,3,90
857,268058017,A268058017,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
858,268058018,A268058018,2047,047 Drumcondra South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
859,268059001,A268059001,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
860,268059002,A268059002,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
861,268059003,A268059003,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
862,268059004,A268059004,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
863,268059005,A268059005,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
864,268059006,A268059006,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,1,33
865,268059007,A268059007,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
866,268059008,A268059008,2048,048 Drumcondra South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
867,268060001,A268060001,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
868,268060002,A268060002,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,6,221
869,268060003,A268060003,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
870,268060004,A268060004,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,1,5
871,268060005,A268060005,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
872,268060006,A268060006,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
873,268060007,A268060007,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
874,268060008,A268060008,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
875,268060009,A268060009,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
876,268060010,A268060010,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
877,268060011,A268060011,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
878,268060012,A268060012,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
879,268060013,A268060013,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
880,268060014,A268060014,2049,049 Drumcondra South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1578,268061001,A268061001,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1579,268061002,A268061002,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1580,268061003,A268061003,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1581,268061004,A268061004,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1582,268061005,A268061005,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1583,268061006,A268061006,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1584,268061007,A268061007,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1585,268061008,A268061008,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1586,268061009,A268061009,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,1,4
1587,268061010,A268061010,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1588,268061011,A268061011,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,1,26
1589,268061012,A268061012,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
1590,268061013,A268061013,2105,105 Drumfinn,Dublin City,Dublin,SE,Eastern and Midlands,0,0
881,268062001,A268062001,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
882,268062002,A268062002,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
883,268062003,A268062003,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,1,51
884,268062004,A268062004,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
885,268062005,A268062005,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
886,268062006,A268062006,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
887,268062007,A268062007,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
888,268062008,A268062008,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
889,268062009,A268062009,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,0,0
890,268062010,A268062010,2050,050 Edenmore,Dublin City,Dublin,SE,Eastern and Midlands,3,73
891,268063001,A268063001,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
892,268063002,A268063002,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
893,268063003,A268063003,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
894,268063004,A268063004,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
895,268063005,A268063005,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
896,268063006,A268063006,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
897,268063007,A268063007,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
898,268063008,A268063008,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
899,268063009,A268063009,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
900,268063010,A268063010,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
901,268063011,A268063011,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
902,268063012,A268063012,2051,051 Finglas North A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
903,268064001,A268064001,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
904,268064002,A268064002,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
905,268064003,A268064003,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
906,268064004,A268064004,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
907,268064005,A268064005,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
908,268064006,A268064006,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
909,268064007,A268064007,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
910,268064008,A268064008,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
911,268064009,A268064009,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
912,268064010,A268064010,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
913,268064011,A268064011,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
914,268064012,A268064012,2052,052 Finglas North B,Dublin City,Dublin,SE,Eastern and Midlands,1,1
915,268065001,A268065001,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
916,268065002,A268065002,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
917,268065003,A268065003,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
918,268065004,A268065004,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
919,268065005,A268065005,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
920,268065006,A268065006,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
921,268065007,A268065007,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
922,268065008,A268065008,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
923,268065009,A268065009,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
924,268065010,A268065010,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
925,268065011,A268065011,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
926,268065012,A268065012,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
927,268065013,A268065013,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
928,268065014,A268065014,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
929,268065015,A268065015,2053,053 Finglas North C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
930,268066001,A268066001,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
931,268066002,A268066002,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,1,19
932,268066003,A268066003,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
933,268066004,A268066004,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
934,268066005,A268066005,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
935,268066006,A268066006,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
936,268066007,A268066007,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
937,268066008,A268066008,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
938,268066009,A268066009,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
939,268066010,A268066010,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
940,268066011,A268066011,2054,054 Finglas South A,Dublin City,Dublin,SE,Eastern and Midlands,0,0
941,268067001,A268067001,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
942,268067002,A268067002,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
943,268067003,A268067003,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
944,268067004,A268067004,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
945,268067005,A268067005,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
946,268067006,A268067006,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
947,268067007,A268067007,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
948,268067008,A268067008,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
949,268067009,A268067009,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
950,268067010,A268067010,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
951,268067011,A268067011,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,1,65
952,268067012,A268067012,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
953,268067013,A268067013,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,1,27
954,268067014,A268067014,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
955,268067015,A268067015,2055,055 Finglas South B,Dublin City,Dublin,SE,Eastern and Midlands,0,0
956,268068001,A268068001,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
957,268068002,A268068002,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
958,268068003,A268068003,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
959,268068004,A268068004,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
960,268068005,A268068005,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
961,268068006,A268068006,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
962,268068007,A268068007,2056,056 Finglas South C,Dublin City,Dublin,SE,Eastern and Midlands,0,0
